Store,Dept,Product,Date,Weekly_Sales,Revenue,Quantity,Unit_Price,Discount,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Type,Size,Region,Category,Profit,Profit_Margin,Customer_Segment
6,20,Motor Oil Pack,2021-01-01,27012.45,27012.45,277,104.63,0.068,0,48.36,3.108,211.217,6.692,B,134194,Midwest,Automotive,5998.08,0.222,Premium
6,24,Garden Tool Set,2021-01-01,33933.3,33933.3,172,197.29,0,0,48.36,3.108,211.217,6.692,B,134194,Midwest,Garden,6575.83,0.1938,Convenience
6,28,Summer Cooler,2021-01-01,23152.0,23152.0,393,62.01,0.05,0,48.36,3.108,211.217,6.692,B,134194,Midwest,Seasonal,4904.26,0.2118,Family
7,1,Great Value Cereal,2021-01-01,15583.25,15583.25,164,97.66,0.027,0,48.36,3.108,211.217,6.692,C,133236,Midwest,Grocery,3427.74,0.22,Convenience
7,3,Kitchen Towels,2021-01-01,20536.81,20536.81,196,108.92,0.038,0,48.36,3.108,211.217,6.692,C,133236,Midwest,Household,5430.65,0.2644,Family
7,5,Tablet Essentials Kit,2021-01-01,26882.13,26882.13,134,200.61,0,0,48.36,3.108,211.217,6.692,C,133236,Midwest,Technology,7264.36,0.2702,Convenience
7,7,Denim Jeans,2021-01-01,33117.69,33117.69,224,156.95,0.058,0,48.36,3.108,211.217,6.692,C,133236,Midwest,Apparel,3733.25,0.1127,Convenience
7,10,Vitamin Bundle,2021-01-01,18046.61,18046.61,46,418.7,0.063,0,48.36,3.108,211.217,6.692,C,133236,Midwest,Pharmacy,3718.79,0.2061,Value
7,12,Bedding Set,2021-01-01,21088.52,21088.52,391,57.38,0.06,0,48.36,3.108,211.217,6.692,C,133236,Midwest,Home,2279.56,0.1081,Family
7,16,Outdoor Play Set,2021-01-01,29683.16,29683.16,356,85.17,0.021,0,48.36,3.108,211.217,6.692,C,133236,Midwest,Toys,6748.69,0.2274,Premium
7,20,Car Care Kit,2021-01-01,14867.23,14867.23,352,46.77,0.097,0,48.36,3.108,211.217,6.692,C,133236,Midwest,Automotive,3256.13,0.219,Family
7,24,Patio Planter,2021-01-01,20932.25,20932.25,120,186.16,0.063,0,48.36,3.108,211.217,6.692,C,133236,Midwest,Garden,5100.86,0.2437,Convenience
7,28,Summer Cooler,2021-01-01,14019.94,14019.94,360,42.42,0.082,0,48.36,3.108,211.217,6.692,C,133236,Midwest,Seasonal,3354.87,0.2393,Family
8,1,Bakery Value Pack,2021-01-01,41450.35,41450.35,176,241.8,0.026,0,48.36,3.108,211.217,6.692,A,135165,West,Grocery,7083.35,0.1709,Convenience
8,3,Kitchen Towels,2021-01-01,47192.76,47192.76,398,124.42,0.047,0,48.36,3.108,211.217,6.692,A,135165,West,Household,9294.77,0.197,Premium
8,5,Wireless Headphones,2021-01-01,78329.28,78329.28,416,196.34,0.041,0,48.36,3.108,211.217,6.692,A,135165,West,Technology,22011.4,0.281,Family
8,7,Winter Jacket,2021-01-01,91046.27,91046.27,129,742.93,0.05,0,48.36,3.108,211.217,6.692,A,135165,West,Apparel,11618.13,0.1276,Value
8,10,Vitamin Bundle,2021-01-01,43886.98,43886.98,86,538.31,0.052,0,48.36,3.108,211.217,6.692,A,135165,West,Pharmacy,10252.42,0.2336,Family
8,12,Bedding Set,2021-01-01,51790.89,51790.89,187,298.12,0.071,0,48.36,3.108,211.217,6.692,A,135165,West,Home,7461.0,0.1441,Family
8,16,Board Game Pack,2021-01-01,66611.82,66611.82,99,749.27,0.102,0,48.36,3.108,211.217,6.692,A,135165,West,Toys,11408.78,0.1713,Family
8,20,All-Weather Mats,2021-01-01,46405.07,46405.07,67,711.1,0.026,0,48.36,3.108,211.217,6.692,A,135165,West,Automotive,7867.53,0.1695,Premium
8,24,Patio Planter,2021-01-01,54864.5,54864.5,187,306.58,0.043,0,48.36,3.108,211.217,6.692,A,135165,West,Garden,15059.94,0.2745,Value
8,28,Summer Cooler,2021-01-01,35036.28,35036.28,322,114.29,0.048,0,48.36,3.108,211.217,6.692,A,135165,West,Seasonal,4980.3,0.1421,Family
9,1,Fresh Produce Bundle,2021-01-01,26015.0,26015.0,252,105.45,0.021,0,48.36,3.108,211.217,6.692,B,185568,Northeast,Grocery,6228.11,0.2394,Value
9,3,Laundry Detergent,2021-01-01,32071.28,32071.28,252,128.55,0.01,0,48.36,3.108,211.217,6.692,B,185568,Northeast,Household,8544.08,0.2664,Family
9,5,Smart TV 43 Inch,2021-01-01,55233.67,55233.67,336,165.88,0.009,0,48.36,3.108,211.217,6.692,B,185568,Northeast,Technology,13970.12,0.2529,Premium
9,7,Athletic Shoes,2021-01-01,48659.26,48659.26,250,221.18,0.12,0,48.36,3.108,211.217,6.692,B,185568,Northeast,Apparel,8977.92,0.1845,Value
9,10,First Aid Kit,2021-01-01,33523.07,33523.07,91,407.06,0.095,0,48.36,3.108,211.217,6.692,B,185568,Northeast,Pharmacy,5802.13,0.1731,Premium
9,12,Bedding Set,2021-01-01,39163.94,39163.94,375,113.27,0.078,0,48.36,3.108,211.217,6.692,B,185568,Northeast,Home,6458.65,0.1649,Premium
9,16,Outdoor Play Set,2021-01-01,43755.03,43755.03,385,124.89,0.09,0,48.36,3.108,211.217,6.692,B,185568,Northeast,Toys,9341.74,0.2135,Premium
9,20,All-Weather Mats,2021-01-01,34579.12,34579.12,156,241.2,0.081,0,48.36,3.108,211.217,6.692,B,185568,Northeast,Automotive,8912.08,0.2577,Family
9,24,Garden Tool Set,2021-01-01,37436.15,37436.15,54,718.41,0.035,0,48.36,3.108,211.217,6.692,B,185568,Northeast,Garden,10278.0,0.2745,Premium
9,28,Summer Cooler,2021-01-01,26772.66,26772.66,129,221.73,0.064,0,48.36,3.108,211.217,6.692,B,185568,Northeast,Seasonal,3225.86,0.1205,Value
10,1,Great Value Cereal,2021-01-01,46675.92,46675.92,170,324.54,0.154,0,48.36,3.108,211.217,6.692,A,121854,West,Grocery,7073.94,0.1516,Convenience
10,3,Cleaning Starter Kit,2021-01-01,61723.99,61723.99,216,301.12,0.051,0,48.36,3.108,211.217,6.692,A,121854,West,Household,6916.96,0.1121,Premium
10,5,Wireless Headphones,2021-01-01,69310.16,69310.16,334,210.46,0.014,0,48.36,3.108,211.217,6.692,A,121854,West,Technology,21371.85,0.3084,Premium
10,7,Athletic Shoes,2021-01-01,93768.81,93768.81,220,441.22,0.034,0,48.36,3.108,211.217,6.692,A,121854,West,Apparel,24022.37,0.2562,Value
10,10,Vitamin Bundle,2021-01-01,42521.74,42521.74,60,733.64,0.034,0,48.36,3.108,211.217,6.692,A,121854,West,Pharmacy,8375.79,0.197,Value
10,12,Bedding Set,2021-01-01,65840.57,65840.57,252,270.19,0.033,0,48.36,3.108,211.217,6.692,A,121854,West,Home,13481.29,0.2048,Convenience
10,16,Outdoor Play Set,2021-01-01,78129.32,78129.32,124,630.08,0,0,48.36,3.108,211.217,6.692,A,121854,West,Toys,18225.02,0.2333,Convenience
10,20,All-Weather Mats,2021-01-01,45748.78,45748.78,155,340.43,0.133,0,48.36,3.108,211.217,6.692,A,121854,West,Automotive,3223.48,0.0705,Convenience
10,24,Patio Planter,2021-01-01,65965.32,65965.32,384,185.71,0.075,0,48.36,3.108,211.217,6.692,A,121854,West,Garden,13863.63,0.2102,Convenience
10,28,Holiday Decor Box,2021-01-01,44324.45,44324.45,357,139.19,0.108,0,48.36,3.108,211.217,6.692,A,121854,West,Seasonal,4248.67,0.0959,Value
11,1,Bakery Value Pack,2021-01-01,9291.54,9291.54,249,38.27,0.025,0,48.36,3.108,211.217,6.692,B,63233,South,Grocery,1946.5,0.2095,Premium
11,3,Kitchen Towels,2021-01-01,11870.38,11870.38,340,37.62,0.072,0,48.36,3.108,211.217,6.692,B,63233,South,Household,2441.98,0.2057,Family
11,5,Smart TV 43 Inch,2021-01-01,17449.7,17449.7,183,96.32,0.01,0,48.36,3.108,211.217,6.692,B,63233,South,Technology,4095.29,0.2347,Value
11,7,Athletic Shoes,2021-01-01,20850.68,20850.68,223,95.31,0.019,0,48.36,3.108,211.217,6.692,B,63233,South,Apparel,2820.53,0.1353,Premium
11,10,Wellness Pack,2021-01-01,9702.68,9702.68,345,30.47,0.077,0,48.36,3.108,211.217,6.692,B,63233,South,Pharmacy,1244.69,0.1283,Value
11,12,Storage Organizer,2021-01-01,10808.31,10808.31,345,32.3,0.03,0,48.36,3.108,211.217,6.692,B,63233,South,Home,2792.68,0.2584,Value
11,16,Building Blocks,2021-01-01,14610.29,14610.29,47,315.59,0.015,0,48.36,3.108,211.217,6.692,B,63233,South,Toys,3006.16,0.2058,Family
11,20,Motor Oil Pack,2021-01-01,8097.6,8097.6,255,33.82,0.061,0,48.36,3.108,211.217,6.692,B,63233,South,Automotive,1625.4,0.2007,Convenience
11,24,Outdoor Lighting,2021-01-01,12236.42,12236.42,153,84.81,0.057,0,48.36,3.108,211.217,6.692,B,63233,South,Garden,1408.72,0.1151,Family
11,28,Back-to-School Kit,2021-01-01,8399.8,8399.8,95,92.97,0.049,0,48.36,3.108,211.217,6.692,B,63233,South,Seasonal,2350.45,0.2798,Family
12,1,Fresh Produce Bundle,2021-01-01,22317.2,22317.2,180,133.75,0.073,0,48.36,3.108,211.217,6.692,B,65916,Midwest,Grocery,3384.68,0.1517,Premium
12,3,Cleaning Starter Kit,2021-01-01,28864.51,28864.51,349,85.71,0.035,0,48.36,3.108,211.217,6.692,B,65916,Midwest,Household,8086.55,0.2802,Value
12,5,Smart TV 43 Inch,2021-01-01,35062.24,35062.24,213,180.5,0.088,0,48.36,3.108,211.217,6.692,B,65916,Midwest,Technology,4918.17,0.1403,Convenience
12,7,Athletic Shoes,2021-01-01,40321.3,40321.3,118,369.81,0.076,0,48.36,3.108,211.217,6.692,B,65916,Midwest,Apparel,10555.29,0.2618,Family
12,10,Wellness Pack,2021-01-01,22478.03,22478.03,230,108.23,0.097,0,48.36,3.108,211.217,6.692,B,65916,Midwest,Pharmacy,3620.9,0.1611,Convenience
12,12,Storage Organizer,2021-01-01,26117.57,26117.57,380,76.45,0.101,0,48.36,3.108,211.217,6.692,B,65916,Midwest,Home,2601.26,0.0996,Family
12,16,Board Game Pack,2021-01-01,37271.64,37271.64,335,117.86,0.056,0,48.36,3.108,211.217,6.692,B,65916,Midwest,Toys,7544.0,0.2024,Family
12,20,Car Care Kit,2021-01-01,23088.22,23088.22,182,137.59,0.078,0,48.36,3.108,211.217,6.692,B,65916,Midwest,Automotive,2885.38,0.125,Family
12,24,Outdoor Lighting,2021-01-01,29353.71,29353.71,399,76.95,0.044,0,48.36,3.108,211.217,6.692,B,65916,Midwest,Garden,7925.93,0.27,Premium
12,28,Holiday Decor Box,2021-01-01,17157.86,17157.86,55,312.9,0.003,0,48.36,3.108,211.217,6.692,B,65916,Midwest,Seasonal,4300.36,0.2506,Premium
13,1,Fresh Produce Bundle,2021-01-01,50394.53,50394.53,206,269.72,0.093,0,48.36,3.108,211.217,6.692,A,163858,Northeast,Grocery,12777.92,0.2536,Family
13,3,Laundry Detergent,2021-01-01,61851.57,61851.57,385,162.28,0.01,0,48.36,3.108,211.217,6.692,A,163858,Northeast,Household,14731.64,0.2382,Premium
13,5,Smart TV 43 Inch,2021-01-01,76018.36,76018.36,98,812.25,0.045,0,48.36,3.108,211.217,6.692,A,163858,Northeast,Technology,13164.16,0.1732,Premium
13,7,Winter Jacket,2021-01-01,105300.96,105300.96,242,496.15,0.123,0,48.36,3.108,211.217,6.692,A,163858,Northeast,Apparel,21086.47,0.2002,Family
13,10,Wellness Pack,2021-01-01,57412.18,57412.18,106,558.95,0.031,0,48.36,3.108,211.217,6.692,A,163858,Northeast,Pharmacy,12223.21,0.2129,Convenience
13,12,Bedding Set,2021-01-01,66085.74,66085.74,263,281.07,0.106,0,48.36,3.108,211.217,6.692,A,163858,Northeast,Home,10473.8,0.1585,Premium
13,16,Board Game Pack,2021-01-01,78983.11,78983.11,356,232.8,0.047,0,48.36,3.108,211.217,6.692,A,163858,Northeast,Toys,18088.44,0.229,Premium
13,20,Motor Oil Pack,2021-01-01,48352.88,48352.88,308,169.54,0.074,0,48.36,3.108,211.217,6.692,A,163858,Northeast,Automotive,6723.89,0.1391,Family
13,24,Outdoor Lighting,2021-01-01,78132.67,78132.67,139,619.06,0.092,0,48.36,3.108,211.217,6.692,A,163858,Northeast,Garden,10819.17,0.1385,Value
13,28,Holiday Decor Box,2021-01-01,45208.21,45208.21,128,384.32,0.081,0,48.36,3.108,211.217,6.692,A,163858,Northeast,Seasonal,7118.41,0.1575,Value
14,1,Bakery Value Pack,2021-01-01,28573.75,28573.75,336,86.34,0.015,0,48.36,3.108,211.217,6.692,A,138132,South,Grocery,6004.53,0.2101,Convenience
14,3,Cleaning Starter Kit,2021-01-01,35697.66,35697.66,280,134.2,0.05,0,48.36,3.108,211.217,6.692,A,138132,South,Household,8676.63,0.2431,Family
14,5,Smart TV 43 Inch,2021-01-01,46221.52,46221.52,271,172.46,0.011,0,48.36,3.108,211.217,6.692,A,138132,South,Technology,12122.8,0.2623,Family
14,7,Winter Jacket,2021-01-01,55644.77,55644.77,337,177.74,0.071,0,48.36,3.108,211.217,6.692,A,138132,South,Apparel,6660.24,0.1197,Premium
14,10,Vitamin Bundle,2021-01-01,31383.71,31383.71,283,117.6,0.057,0,48.36,3.108,211.217,6.692,A,138132,South,Pharmacy,6513.87,0.2076,Convenience
14,12,Storage Organizer,2021-01-01,31081.95,31081.95,60,532.96,0.028,0,48.36,3.108,211.217,6.692,A,138132,South,Home,7009.11,0.2255,Value
14,16,Board Game Pack,2021-01-01,46468.4,46468.4,249,208.75,0.106,0,48.36,3.108,211.217,6.692,A,138132,South,Toys,11722.78,0.2523,Convenience
14,20,Motor Oil Pack,2021-01-01,26547.37,26547.37,237,112.92,0.008,0,48.36,3.108,211.217,6.692,A,138132,South,Automotive,5240.94,0.1974,Value
14,24,Garden Tool Set,2021-01-01,43163.98,43163.98,375,124.44,0.075,0,48.36,3.108,211.217,6.692,A,138132,South,Garden,7408.78,0.1716,Family
14,28,Back-to-School Kit,2021-01-01,26441.82,26441.82,208,143.16,0.112,0,48.36,3.108,211.217,6.692,A,138132,South,Seasonal,2887.11,0.1092,Family
15,1,Bakery Value Pack,2021-01-01,18240.81,18240.81,49,389.8,0.045,0,48.36,3.108,211.217,6.692,B,63717,South,Grocery,4682.33,0.2567,Premium
15,3,Laundry Detergent,2021-01-01,21716.28,21716.28,79,274.89,0,0,48.36,3.108,211.217,6.692,B,63717,South,Household,4964.69,0.2286,Family
15,5,Tablet Essentials Kit,2021-01-01,25345.28,25345.28,107,252.53,0.062,0,48.36,3.108,211.217,6.692,B,63717,South,Technology,6421.17,0.2533,Value
15,7,Winter Jacket,2021-01-01,32621.92,32621.92,386,92.06,0.082,0,48.36,3.108,211.217,6.692,B,63717,South,Apparel,4365.33,0.1338,Value
15,10,Vitamin Bundle,2021-01-01,16079.35,16079.35,332,54.36,0.109,0,48.36,3.108,211.217,6.692,B,63717,South,Pharmacy,3365.91,0.2093,Premium
15,12,Storage Organizer,2021-01-01,25020.98,25020.98,142,190.7,0.076,0,48.36,3.108,211.217,6.692,B,63717,South,Home,5834.88,0.2332,Premium
15,16,Board Game Pack,2021-01-01,29168.69,29168.69,304,104.75,0.084,0,48.36,3.108,211.217,6.692,B,63717,South,Toys,3979.75,0.1364,Convenience
15,20,Car Care Kit,2021-01-01,14297.98,14297.98,153,103.72,0.099,0,48.36,3.108,211.217,6.692,B,63717,South,Automotive,2776.5,0.1942,Convenience
15,24,Patio Planter,2021-01-01,23797.26,23797.26,154,174.21,0.113,0,48.36,3.108,211.217,6.692,B,63717,South,Garden,2746.24,0.1154,Value
15,28,Holiday Decor Box,2021-01-01,13005.64,13005.64,396,38.06,0.137,0,48.36,3.108,211.217,6.692,B,63717,South,Seasonal,2083.64,0.1602,Family
1,1,Great Value Cereal,2021-01-08,24132.86,24132.86,274,93.2,0.055,0,55.9,3.337,210.588,6.672,A,117097,Northeast,Grocery,4247.34,0.176,Value
1,3,Cleaning Starter Kit,2021-01-08,30393.53,30393.53,354,88.88,0.034,0,55.9,3.337,210.588,6.672,A,117097,Northeast,Household,8132.81,0.2676,Family
1,5,Tablet Essentials Kit,2021-01-08,41341.96,41341.96,299,147.09,0.06,0,55.9,3.337,210.588,6.672,A,117097,Northeast,Technology,8366.61,0.2024,Premium
1,7,Athletic Shoes,2021-01-08,51396.3,51396.3,415,132.6,0.066,0,55.9,3.337,210.588,6.672,A,117097,Northeast,Apparel,9197.75,0.179,Convenience
1,10,Wellness Pack,2021-01-08,23347.42,23347.42,369,66.46,0.048,0,55.9,3.337,210.588,6.672,A,117097,Northeast,Pharmacy,4199.91,0.1799,Value
1,12,Bedding Set,2021-01-08,31744.13,31744.13,243,130.63,0,0,55.9,3.337,210.588,6.672,A,117097,Northeast,Home,9066.17,0.2856,Convenience
1,16,Building Blocks,2021-01-08,45536.86,45536.86,103,484.23,0.087,0,55.9,3.337,210.588,6.672,A,117097,Northeast,Toys,9114.02,0.2001,Premium
1,20,Car Care Kit,2021-01-08,24248.96,24248.96,394,64.99,0.053,0,55.9,3.337,210.588,6.672,A,117097,Northeast,Automotive,4786.27,0.1974,Family
1,24,Outdoor Lighting,2021-01-08,34800.74,34800.74,132,280.17,0.059,0,55.9,3.337,210.588,6.672,A,117097,Northeast,Garden,9505.39,0.2731,Convenience
1,28,Back-to-School Kit,2021-01-08,22388.21,22388.21,125,193.21,0.073,0,55.9,3.337,210.588,6.672,A,117097,Northeast,Seasonal,6094.65,0.2722,Convenience
2,1,Bakery Value Pack,2021-01-08,23029.17,23029.17,226,108.17,0.058,0,55.9,3.337,210.588,6.672,B,187964,Midwest,Grocery,5971.52,0.2593,Family
2,3,Laundry Detergent,2021-01-08,41106.17,41106.17,264,169.43,0.081,0,55.9,3.337,210.588,6.672,B,187964,Midwest,Household,8489.91,0.2065,Family
